country,year,month,value
Nigeria,2024,April,5300
Nigeria,2024,May,4530
Nigeria,2024,June,3080
Nigeria,2024,July,3875
Nigeria,2024,August,3440
Nigeria,2024,September,3465
Nigeria,2024,October,4115
Nigeria,2024,November,4180
Nigeria,2024,December,4470
Nigeria,2024,Total,51425
Nigeria,2025,January,5240
Nigeria,2025,February,4945
Nigeria,2025,March,4330
Nigeria,2025,April,5020
Nigeria,2025,May,5060
Nigeria,2025,June,3360
Nigeria,2025,July,3970
Nigeria,2025,August,2440
Nigeria,2025,September,3415
Nigeria,2025,October,3490
Nigeria,2025,November,2295
Nigeria,2025,December,1905
Nigeria,2025,Total,45470
Nigeria,2026,January,2305
Nigeria,2026,February,3480
Nigeria,2026,March,3355
Nigeria,2026,April,3680
Nigeria,2026,May,3210
Nigeria,2026,Total,16030
Norway,2023,January,0
Norway,2023,February,
Norway,2023,March,0
Norway,2023,April,0
Norway,2023,May,0
Norway,2023,June,0
Norway,2023,July,
Norway,2023,August,0
Norway,2023,September,
Norway,2023,October,
Norway,2023,November,
Norway,2023,December,
Norway,2023,Total,10
Norway,2024,January,
Norway,2024,February,0
Norway,2024,March,
Norway,2024,April,0
Norway,2024,May,
Norway,2024,June,
Norway,2024,July,0
Norway,2024,August,
Norway,2024,September,
Norway,2024,October,
Norway,2024,November,
Norway,2024,December,
Norway,2024,Total,15
Norway,2025,January,0
Norway,2025,February,0
Norway,2025,March,
Norway,2025,April,
Norway,2025,May,0
Norway,2025,June,
Norway,2025,July,0
Norway,2025,August,
Norway,2025,September,5
Norway,2025,October,
Norway,2025,November,0
Norway,2025,December,
Norway,2025,Total,20
Norway,2026,January,0
Norway,2026,February,
Norway,2026,March,0
Norway,2026,April,
Norway,2026,May,0
Norway,2026,Total,
Oman,2023,January,100
Oman,2023,February,40
Oman,2023,March,40
Oman,2023,April,45
Oman,2023,May,125
Oman,2023,June,45
Oman,2023,July,70
Oman,2023,August,30
Oman,2023,September,20
Oman,2023,October,30
Oman,2023,November,10
Oman,2023,December,10
Oman,2023,Total,570
Oman,2024,January,25
Oman,2024,February,60
Oman,2024,March,50
Oman,2024,April,35
Oman,2024,May,90
Oman,2024,June,45
Oman,2024,July,55
Oman,2024,August,30
Oman,2024,September,20
Oman,2024,October,40
Oman,2024,November,30
Oman,2024,December,10
Oman,2024,Total,490
Oman,2025,January,30
Oman,2025,February,65
Oman,2025,March,40
Oman,2025,April,35
Oman,2025,May,115
Oman,2025,June,20
Oman,2025,July,30
Oman,2025,August,15
Oman,2025,September,50
Oman,2025,October,40
Oman,2025,November,15
Oman,2025,December,30
Oman,2025,Total,485
Oman,2026,January,40
Oman,2026,February,40
Oman,2026,March,30
Oman,2026,April,80
Oman,2026,May,55
Oman,2026,Total,240
Pakistan,2023,January,3450
Pakistan,2023,February,5465
Pakistan,2023,March,6120
Pakistan,2023,April,3825
Pakistan,2023,May,4535
Pakistan,2023,June,3550
Pakistan,2023,July,2810
Pakistan,2023,August,3060
Pakistan,2023,September,2625
Pakistan,2023,October,3980
Pakistan,2023,November,2645
Pakistan,2023,December,1420
Pakistan,2023,Total,43480
Pakistan,2024,January,2955
Pakistan,2024,February,3425
Pakistan,2024,March,4275
Pakistan,2024,April,2465
Pakistan,2024,May,2715
Pakistan,2024,June,1935
Pakistan,2024,July,2590
Pakistan,2024,August,2095
Pakistan,2024,September,1690
Pakistan,2024,October,1655
Pakistan,2024,November,2010
Pakistan,2024,December,1655
Pakistan,2024,Total,29465
Pakistan,2025,January,1810
Pakistan,2025,February,1725
Pakistan,2025,March,1880
Pakistan,2025,April,1710
Pakistan,2025,May,2065
Pakistan,2025,June,1665
Pakistan,2025,July,2155
Pakistan,2025,August,2500
Pakistan,2025,September,1980
Pakistan,2025,October,1900
Pakistan,2025,November,1915
Pakistan,2025,December,1590
Pakistan,2025,Total,22895
Pakistan,2026,January,1825
Pakistan,2026,February,1890
Pakistan,2026,March,1900
Pakistan,2026,April,2375
Pakistan,2026,May,2995
Pakistan,2026,Total,10985
Palestinian Authority (Gaza/West Bank),2023,January,30
Palestinian Authority (Gaza/West Bank),2023,February,70
Palestinian Authority (Gaza/West Bank),2023,March,125
Palestinian Authority (Gaza/West Bank),2023,April,235
Palestinian Authority (Gaza/West Bank),2023,May,110
Palestinian Authority (Gaza/West Bank),2023,June,85
Palestinian Authority (Gaza/West Bank),2023,July,85
Palestinian Authority (Gaza/West Bank),2023,August,50
Palestinian Authority (Gaza/West Bank),2023,September,30
Palestinian Authority (Gaza/West Bank),2023,October,70
Palestinian Authority (Gaza/West Bank),2023,November,115
Palestinian Authority (Gaza/West Bank),2023,December,40
Palestinian Authority (Gaza/West Bank),2023,Total,1045
Palestinian Authority (Gaza/West Bank),2024,January,55
Palestinian Authority (Gaza/West Bank),2024,February,50
Palestinian Authority (Gaza/West Bank),2024,March,110
Palestinian Authority (Gaza/West Bank),2024,April,155
Palestinian Authority (Gaza/West Bank),2024,May,200
Palestinian Authority (Gaza/West Bank),2024,June,130
Palestinian Authority (Gaza/West Bank),2024,July,130
Palestinian Authority (Gaza/West Bank),2024,August,85
Palestinian Authority (Gaza/West Bank),2024,September,255
Palestinian Authority (Gaza/West Bank),2024,October,115
Palestinian Authority (Gaza/West Bank),2024,November,135
Palestinian Authority (Gaza/West Bank),2024,December,115
Palestinian Authority (Gaza/West Bank),2024,Total,1530
Palestinian Authority (Gaza/West Bank),2025,January,110
Palestinian Authority (Gaza/West Bank),2025,February,30
Palestinian Authority (Gaza/West Bank),2025,March,75
Palestinian Authority (Gaza/West Bank),2025,April,70
Palestinian Authority (Gaza/West Bank),2025,May,80
Palestinian Authority (Gaza/West Bank),2025,June,50
Palestinian Authority (Gaza/West Bank),2025,July,50
Palestinian Authority (Gaza/West Bank),2025,August,60
Palestinian Authority (Gaza/West Bank),2025,September,55
Palestinian Authority (Gaza/West Bank),2025,October,65
Palestinian Authority (Gaza/West Bank),2025,November,70
Palestinian Authority (Gaza/West Bank),2025,December,70
Palestinian Authority (Gaza/West Bank),2025,Total,780
Palestinian Authority (Gaza/West Bank),2026,January,50
Palestinian Authority (Gaza/West Bank),2026,February,60
Palestinian Authority (Gaza/West Bank),2026,March,45
Palestinian Authority (Gaza/West Bank),2026,April,55
Palestinian Authority (Gaza/West Bank),2026,May,45
Palestinian Authority (Gaza/West Bank),2026,Total,260
"Panama, Republic of",2023,January,145
"Panama, Republic of",2023,February,210
"Panama, Republic of",2023,March,170
"Panama, Republic of",2023,April,115
"Panama, Republic of",2023,May,270
"Panama, Republic of",2023,June,285
"Panama, Republic of",2023,July,30
"Panama, Republic of",2023,August,20
"Panama, Republic of",2023,September,75
"Panama, Republic of",2023,October,65
"Panama, Republic of",2023,November,70
"Panama, Republic of",2023,December,25
"Panama, Republic of",2023,Total,1475
"Panama, Republic of",2024,January,20
"Panama, Republic of",2024,February,20
"Panama, Republic of",2024,March,50
"Panama, Republic of",2024,April,50
"Panama, Republic of",2024,May,35
"Panama, Republic of",2024,June,55
"Panama, Republic of",2024,July,55
"Panama, Republic of",2024,August,70
"Panama, Republic of",2024,September,15
"Panama, Republic of",2024,October,20
"Panama, Republic of",2024,November,30
"Panama, Republic of",2024,December,15
"Panama, Republic of",2024,Total,425
"Panama, Republic of",2025,January,45
"Panama, Republic of",2025,February,65
"Panama, Republic of",2025,March,55
"Panama, Republic of",2025,April,30
"Panama, Republic of",2025,May,50
"Panama, Republic of",2025,June,50
"Panama, Republic of",2025,July,30
"Panama, Republic of",2025,August,25
"Panama, Republic of",2025,September,25
"Panama, Republic of",2025,October,30
"Panama, Republic of",2025,November,20
"Panama, Republic of",2025,December,30
"Panama, Republic of",2025,Total,450
"Panama, Republic of",2026,January,45
"Panama, Republic of",2026,February,50
"Panama, Republic of",2026,March,90
"Panama, Republic of",2026,April,130
"Panama, Republic of",2026,May,150
"Panama, Republic of",2026,Total,470
Paraguay,2023,January,40
Paraguay,2023,February,35
Paraguay,2023,March,50
Paraguay,2023,April,65
Paraguay,2023,May,60
Paraguay,2023,June,65
Paraguay,2023,July,55
Paraguay,2023,August,45
Paraguay,2023,September,30
Paraguay,2023,October,20
Paraguay,2023,November,45
Paraguay,2023,December,30
Paraguay,2023,Total,540
Paraguay,2024,January,35
Paraguay,2024,February,60
Paraguay,2024,March,70
Paraguay,2024,April,55
Paraguay,2024,May,50
Paraguay,2024,June,65
Paraguay,2024,July,80
Paraguay,2024,August,45
Paraguay,2024,September,20
Paraguay,2024,October,5
Paraguay,2024,November,20
Paraguay,2024,December,30
Paraguay,2024,Total,540
Paraguay,2025,January,40
Paraguay,2025,February,10
Paraguay,2025,March,10
Paraguay,2025,April,45
Paraguay,2025,May,110
Paraguay,2025,June,60
Paraguay,2025,July,50
Paraguay,2025,August,20
Paraguay,2025,September,30
Paraguay,2025,October,35
Paraguay,2025,November,20
Paraguay,2025,December,25
Paraguay,2025,Total,460
Paraguay,2026,January,30
Paraguay,2026,February,35
Paraguay,2026,March,50
Paraguay,2026,April,55
Paraguay,2026,May,50
Paraguay,2026,Total,230
People's Republic of China,2023,January,11200
People's Republic of China,2023,February,12090
People's Republic of China,2023,March,16515
People's Republic of China,2023,April,17060
People's Republic of China,2023,May,21720
People's Republic of China,2023,June,22920
People's Republic of China,2023,July,19570
People's Republic of China,2023,August,17750
People's Republic of China,2023,September,20975
People's Republic of China,2023,October,20240
People's Republic of China,2023,November,23885
People's Republic of China,2023,December,18510
People's Republic of China,2023,Total,222435
People's Republic of China,2024,January,22540
People's Republic of China,2024,February,17975
People's Republic of China,2024,March,18715
People's Republic of China,2024,April,22425
People's Republic of China,2024,May,23100
People's Republic of China,2024,June,20770
People's Republic of China,2024,July,28030
People's Republic of China,2024,August,24300
People's Republic of China,2024,September,19580
People's Republic of China,2024,October,19895
People's Republic of China,2024,November,18885
People's Republic of China,2024,December,18165
People's Republic of China,2024,Total,254380
People's Republic of China,2025,January,16005
People's Republic of China,2025,February,12900
People's Republic of China,2025,March,15750
People's Republic of China,2025,April,19695
People's Republic of China,2025,May,23485
People's Republic of China,2025,June,15170
People's Republic of China,2025,July,21485
People's Republic of China,2025,August,17795
People's Republic of China,2025,September,13475
People's Republic of China,2025,October,11705
People's Republic of China,2025,November,15255
People's Republic of China,2025,December,12415
People's Republic of China,2025,Total,195135
People's Republic of China,2026,January,15790
People's Republic of China,2026,February,12160
People's Republic of China,2026,March,16515
People's Republic of China,2026,April,20325
People's Republic of China,2026,May,19570
People's Republic of China,2026,Total,84365
Peoples Republic of Benin,2023,January,65
Peoples Republic of Benin,2023,February,215
Peoples Republic of Benin,2023,March,125
Peoples Republic of Benin,2023,April,295
Peoples Republic of Benin,2023,May,125
Peoples Republic of Benin,2023,June,135
Peoples Republic of Benin,2023,July,75
Peoples Republic of Benin,2023,August,160
Peoples Republic of Benin,2023,September,75
Peoples Republic of Benin,2023,October,45
Peoples Republic of Benin,2023,November,35
Peoples Republic of Benin,2023,December,70
Peoples Republic of Benin,2023,Total,1425
Peoples Republic of Benin,2024,January,100
Peoples Republic of Benin,2024,February,210
Peoples Republic of Benin,2024,March,135
Peoples Republic of Benin,2024,April,45
Peoples Republic of Benin,2024,May,170
Peoples Republic of Benin,2024,June,45
Peoples Republic of Benin,2024,July,85
Peoples Republic of Benin,2024,August,55
Peoples Republic of Benin,2024,September,125
Peoples Republic of Benin,2024,October,50
Peoples Republic of Benin,2024,November,80
Peoples Republic of Benin,2024,December,35
Peoples Republic of Benin,2024,Total,1140
Peoples Republic of Benin,2025,January,55
Peoples Republic of Benin,2025,February,55
Peoples Republic of Benin,2025,March,75
Peoples Republic of Benin,2025,April,45
Peoples Republic of Benin,2025,May,65
Peoples Republic of Benin,2025,June,55
Peoples Republic of Benin,2025,July,85
Peoples Republic of Benin,2025,August,85
Peoples Republic of Benin,2025,September,100
Peoples Republic of Benin,2025,October,70
Peoples Republic of Benin,2025,November,60
Peoples Republic of Benin,2025,December,35
Peoples Republic of Benin,2025,Total,780
Peoples Republic of Benin,2026,January,60
Peoples Republic of Benin,2026,February,105
Peoples Republic of Benin,2026,March,85
Peoples Republic of Benin,2026,April,75
Peoples Republic of Benin,2026,May,145
Peoples Republic of Benin,2026,Total,465
Peru,2023,January,1095
Peru,2023,February,805
Peru,2023,March,940
Peru,2023,April,825
Peru,2023,May,1310
Peru,2023,June,2240
Peru,2023,July,1045
Peru,2023,August,1415
Peru,2023,September,1000
Peru,2023,October,555
Peru,2023,November,785
Peru,2023,December,655
Peru,2023,Total,12670
Peru,2024,January,855
Peru,2024,February,1080
Peru,2024,March,1180
Peru,2024,April,1645
Peru,2024,May,1155
Peru,2024,June,1015
Peru,2024,July,1170
Peru,2024,August,1095
Peru,2024,September,780
Peru,2024,October,1000
Peru,2024,November,1270
Peru,2024,December,960
Peru,2024,Total,13205
Peru,2025,January,1070
Peru,2025,February,725
Peru,2025,March,1045
Peru,2025,April,905
Peru,2025,May,1400
Peru,2025,June,1100
Peru,2025,July,1175
Peru,2025,August,770
Peru,2025,September,835
Peru,2025,October,880
Peru,2025,November,735
Peru,2025,December,850
Peru,2025,Total,11490
Peru,2026,January,835
Peru,2026,February,1335
Peru,2026,March,1320
Peru,2026,April,1285
Peru,2026,May,1285
Peru,2026,Total,6055
Philippines,2023,January,4995
Philippines,2023,February,5815
Philippines,2023,March,9390
Philippines,2023,April,5125
Philippines,2023,May,5780
Philippines,2023,June,13495
Philippines,2023,July,7670
Philippines,2023,August,5900
Philippines,2023,September,5785
Philippines,2023,October,4850
Philippines,2023,November,6930
Philippines,2023,December,3280
Philippines,2023,Total,79015
Philippines,2024,January,4295
Philippines,2024,February,5390
Philippines,2024,March,5945
Philippines,2024,April,7410
Philippines,2024,May,6045
Philippines,2024,June,3420
Philippines,2024,July,4160
Philippines,2024,August,3705
Philippines,2024,September,2585
Philippines,2024,October,2480
Philippines,2024,November,1560
Philippines,2024,December,1765
Philippines,2024,Total,48755
Philippines,2025,January,1125
Philippines,2025,February,1975
Philippines,2025,March,1650
Philippines,2025,April,2365
Philippines,2025,May,2620
Philippines,2025,June,2005
Philippines,2025,July,2170
Philippines,2025,August,1325
Philippines,2025,September,1710
Philippines,2025,October,1790
Philippines,2025,November,1255
Philippines,2025,December,1125
Philippines,2025,Total,21115
Philippines,2026,January,1205
Philippines,2026,February,1660
Philippines,2026,March,2210
Philippines,2026,April,2215
Philippines,2026,May,2445
Philippines,2026,Total,9740
Poland,2023,January,
Poland,2023,February,
Poland,2023,March,
Poland,2023,April,0
Poland,2023,May,10
Poland,2023,June,5
Poland,2023,July,
Poland,2023,August,5
Poland,2023,September,10
Poland,2023,October,5
Poland,2023,November,
Poland,2023,December,5
Poland,2023,Total,50
Poland,2024,January,
Poland,2024,February,5
Poland,2024,March,0
Poland,2024,April,
Poland,2024,May,
Poland,2024,June,
Poland,2024,July,5
Poland,2024,August,5
Poland,2024,September,10
Poland,2024,October,
Poland,2024,November,10
Poland,2024,December,
Poland,2024,Total,45
Poland,2025,January,10
Poland,2025,February,0
Poland,2025,March,0
Poland,2025,April,
Poland,2025,May,5
Poland,2025,June,
Poland,2025,July,0
Poland,2025,August,5
Poland,2025,September,5
Poland,2025,October,5
Poland,2025,November,
Poland,2025,December,
Poland,2025,Total,45
Poland,2026,January,0
Poland,2026,February,
Poland,2026,March,0
Poland,2026,April,0
Poland,2026,May,
Poland,2026,Total,
Portugal,2023,January,
Portugal,2023,February,
Portugal,2023,March,
Portugal,2023,April,0
Portugal,2023,May,
Portugal,2023,June,
Portugal,2023,July,
Portugal,2023,August,
Portugal,2023,September,0
